Date,50,Auto,Bank,CnsrDur,FinSer,FMCG,Healthcare,IT,Media,Metal,Oil&Gas,Pharma,Realty
2019-08-02,10997.35,6933.75,28204.95,14267.26,12500.5,28930.75,4607.26,15422.1,1870.65,2459.1,4486.45,7868.2,262.6
2019-08-05,10862.6,6844.6,27648.05,14072.38,12329.55,28777.55,4576.69,15518.55,1807.5,2415.35,4387.46,7807.95,257.9
2019-08-06,10948.25,6942.45,28022.1,14306.09,12521.35,28847.35,4592.21,15514.8,1786.1,2448.05,4382.02,7818.5,262.45
2019-08-07,10855.5,6792.6,27702.05,14239.55,12411.65,28814.55,4619.44,15583.35,1819.9,2389.45,4314.32,7879.75,258.7
2019-08-08,11032.45,6998.45,28110.45,14390.18,12581.2,29131.8,4666.09,15867.95,1845.5,2418.8,4406.71,7964.8,263.5
2019-08-09,11109.65,7137.4,28431.9,14563.0,12774.85,29302.2,4656.46,15821.35,1832.75,2398.0,4421.02,7924.05,265.65
2019-08-13,10925.85,6855.75,27729.1,14517.11,12394.0,28728.5,4612.79,15424.4,1811.55,2355.9,4528.02,7851.95,263.0
2019-08-14,11029.4,6919.05,28019.2,14586.54,12509.6,28839.6,4574.23,15466.25,1861.5,2411.05,4579.23,7744.3,264.35
2019-08-16,11047.8,6998.45,28217.0,14491.0,12543.7,28889.95,4561.06,15365.35,1859.1,2402.05,4577.13,7684.3,265.1
2019-08-19,11053.9,6959.15,28186.1,14708.99,12532.4,28837.5,4588.48,15415.15,1871.4,2391.35,4566.37,7741.35,266.75
2019-08-20,11017.0,7040.5,27982.45,14802.74,12450.4,28669.85,4589.54,15597.75,1866.05,2351.15,4527.8,7749.7,263.8
2019-08-21,10918.7,7001.85,27719.05,14543.63,12356.45,28399.1,4547.11,15578.15,1839.05,2283.2,4456.28,7677.25,258.55
2019-08-22,10741.35,6882.1,27034.2,14491.82,12049.9,28396.15,4542.81,15632.0,1782.4,2203.6,4349.62,7670.85,242.6
2019-08-23,10829.35,6988.35,26958.65,14532.65,12080.3,28257.1,4593.2,15816.6,1856.9,2278.65,4477.84,7780.55,244.55
2019-08-26,11057.85,7022.75,27951.35,14727.37,12563.65,28707.8,4621.29,15890.2,1922.85,2256.65,4525.86,7824.3,253.7
2019-08-27,11105.35,7152.95,28126.15,14920.29,12646.35,28927.25,4620.4,15675.3,1919.35,2303.9,4591.0,7812.1,256.6
2019-08-28,11046.1,7018.55,27804.3,14858.05,12575.25,28815.0,4586.09,15879.9,1921.3,2226.45,4554.22,7738.65,262.7
2019-08-29,10948.3,6970.15,27305.2,14833.63,12341.1,28751.8,4666.07,15884.55,1892.15,2254.35,4543.07,7912.5,263.8
2019-08-30,11023.25,7009.3,27427.85,15001.66,12418.15,29257.35,4750.14,16010.4,1914.65,2289.95,4546.24,8072.05,267.2
2019-09-03,10797.9,6897.75,26824.15,14646.98,12134.95,28766.9,4707.36,15984.85,1865.0,2218.95,4426.52,7976.45,261.15
2019-09-04,10844.65,6782.05,27123.85,14444.82,12260.35,28725.65,4701.91,16032.5,1853.85,2254.65,4452.79,7967.65,260.7
2019-09-05,10847.9,6921.75,26919.7,14561.29,12122.75,28710.0,4757.29,16030.95,1883.35,2313.6,4538.48,8071.75,256.0
2019-09-06,10946.2,7102.45,27247.9,14754.72,12235.9,28649.75,4759.07,16034.55,1905.85,2357.7,4585.46,8068.75,254.3
2019-09-09,11003.05,7165.35,27504.65,14868.84,12341.9,28845.65,4766.32,15919.4,1912.05,2360.05,4602.36,8077.9,256.0
2019-09-11,11035.7,7423.6,27776.2,14956.87,12382.1,28759.35,4771.11,15701.8,1911.5,2414.55,4601.09,8082.9,266.6
2019-09-12,10982.8,7284.0,27818.5,14902.29,12422.25,28575.2,4773.85,15583.25,1902.7,2410.6,4550.27,8102.15,264.25
2019-09-13,11075.9,7360.6,28098.75,15120.03,12513.0,28592.05,4743.41,15722.9,1917.0,2444.1,4659.03,8033.05,268.1
2019-09-16,11003.5,7300.65,27855.0,15259.08,12397.7,28751.75,4757.21,15743.15,1922.45,2440.55,4593.36,8070.65,265.55
2019-09-17,10817.6,7020.75,27131.75,15169.59,12111.05,28675.3,4680.45,15625.65,1876.15,2375.85,4530.93,7933.85,255.65
2019-09-18,10840.65,7012.1,27172.65,15229.18,12116.2,28752.15,4688.02,15702.3,1867.95,2402.65,4570.06,7923.45,259.4
2019-09-19,10704.8,6920.6,26757.65,15086.7,12001.25,28575.6,4623.0,15522.45,1785.65,2363.45,4480.35,7799.6,255.4
2019-09-20,11274.2,7605.85,28981.55,16246.55,12859.85,29835.35,4729.06,15491.05,1845.85,2497.65,4746.54,7983.55,265.3
2019-09-23,11600.2,7802.65,30566.2,16781.25,13560.25,31120.1,4674.92,15040.65,1858.95,2526.2,4857.26,7857.25,272.8
2019-09-24,11588.2,7773.25,30183.1,16779.63,13398.35,31312.4,4688.73,15338.65,1862.8,2485.1,4888.38,7891.95,269.2
2019-09-25,11440.2,7470.45,29586.05,16455.82,13141.3,30925.95,4626.99,15379.9,1826.2,2419.75,4877.54,7789.7,260.95
2019-09-26,11571.2,7659.75,30002.6,16593.98,13288.25,31027.7,4656.06,15312.9,1870.95,2520.45,4985.66,7857.3,267.8
2019-09-27,11512.4,7554.25,29876.65,16600.38,13282.65,31026.0,4577.97,15236.4,1838.4,2453.95,4957.83,7695.3,261.7
2019-09-30,11474.45,7493.15,29103.15,16463.1,13017.3,31134.5,4501.91,15540.15,1800.0,2439.85,4993.74,7547.75,258.75
2019-10-01,11359.9,7464.1,28725.5,16435.5,12995.5,30801.35,4454.96,15300.25,1722.15,2397.05,4970.5,7466.45,248.1
2019-10-03,11314.0,7493.75,28414.1,16433.55,12847.75,30791.0,4448.25,15277.95,1771.3,2326.55,5042.6,7461.75,251.2
2019-10-04,11174.75,7404.9,27731.85,16101.34,12593.25,30327.15,4425.58,15340.3,1707.85,2297.2,5015.68,7396.9,248.15
2019-10-07,11126.4,7355.45,27767.55,16185.44,12589.15,30218.1,4311.01,15246.75,1729.6,2269.95,4946.47,7148.95,245.25
2019-10-09,11313.3,7460.75,28785.85,16229.18,12970.45,30269.15,4356.76,15128.75,1734.7,2317.7,4990.28,7235.6,250.25
2019-10-10,11234.55,7359.65,28013.45,16176.09,12721.8,30147.2,4354.78,15093.8,1712.35,2283.35,5022.15,7235.6,244.95
2019-10-11,11305.05,7397.05,28042.5,16228.45,12769.35,30416.2,4380.05,15321.9,1707.25,2337.1,5000.01,7278.45,247.3
2019-10-14,11341.15,7520.35,28181.95,16217.49,12791.2,30591.0,4425.9,15277.75,1718.25,2360.2,5055.85,7361.7,252.05
2019-10-15,11428.3,7688.25,28555.1,16344.44,12904.6,30927.9,4463.52,15208.4,1740.8,2397.05,5097.32,7420.65,253.7
2019-10-16,11464.0,7673.8,28538.8,16391.02,12978.4,30899.0,4484.51,15344.9,1752.25,2388.3,5148.95,7475.35,256.35
2019-10-17,11586.35,7914.0,28989.45,16559.68,13144.75,31331.9,4522.59,15281.9,1780.7,2410.95,5191.32,7533.45,257.85
2019-10-18,11661.85,7964.75,29120.25,16800.42,13213.45,31501.45,4565.22,15410.1,1762.8,2456.0,5249.07,7608.15,262.8
2019-10-22,11588.35,7936.65,29411.15,16945.85,13344.45,31659.4,4633.18,14688.65,1757.1,2442.85,5274.31,7746.15,263.85
2019-10-23,11604.1,8036.6,29459.6,17029.46,13398.65,31899.55,4640.54,14833.35,1735.1,2436.85,5199.12,7761.85,261.55
2019-10-24,11582.6,8012.4,29107.95,17108.06,13334.3,31752.8,4646.54,14781.5,1724.15,2419.55,5208.15,7728.15,263.95
2019-10-25,11583.9,7986.35,29395.95,16853.31,13346.8,31685.6,4654.51,14898.85,1732.35,2410.85,5220.01,7736.55,264.9
2019-10-27,11627.15,8102.0,29516.3,16863.43,13395.4,31803.45,4671.78,14956.4,1744.15,2421.95,5239.15,7743.55,265.0
2019-10-29,11786.85,8449.75,29873.05,16961.23,13516.35,31950.75,4711.96,15181.4,1738.9,2518.3,5314.13,7824.6,267.3
2019-10-30,11844.1,8428.9,29987.5,16935.88,13539.8,32274.1,4712.31,15395.65,1728.9,2514.25,5379.35,7819.35,265.85
2019-10-31,11877.45,8449.5,30066.25,17041.32,13516.45,32319.75,4762.16,15559.4,1786.8,2500.75,5393.62,7878.15,269.0
2019-11-01,11890.6,8392.9,30330.55,16829.93,13585.3,32449.85,4799.87,15471.2,1924.85,2561.75,5360.44,7949.45,271.15
2019-11-04,11941.3,8280.35,30333.1,16805.08,13671.1,32255.7,4801.98,15591.3,1865.95,2642.15,5371.17,7966.85,269.6
2019-11-05,11917.2,8256.15,30219.85,16608.87,13669.4,32361.45,4753.05,15533.45,1839.0,2616.95,5330.21,7879.55,267.7
2019-11-06,11966.05,8258.85,30609.6,16007.63,13828.45,32393.0,4774.58,15561.3,1832.8,2633.45,5315.02,7926.35,274.05
2019-11-07,12012.05,8239.9,30633.15,16154.6,13894.9,32535.9,4808.73,15624.4,1839.2,2659.05,5296.71,7966.0,276.45
2019-11-08,11908.15,8169.65,30749.4,16130.1,13868.65,31947.5,4723.57,15383.3,1825.85,2612.95,5217.89,7787.4,281.05
2019-11-11,11913.45,8159.0,31115.55,16097.96,13969.1,31802.55,4728.59,15308.55,1878.9,2610.1,5242.32,7784.9,283.4
2019-11-13,11840.45,8150.2,30541.55,16056.78,13806.4,31582.45,4664.06,15240.95,1793.85,2556.65,5247.18,7660.45,278.3
2019-11-14,11872.1,8190.9,30749.95,16174.75,13947.35,31439.45,4640.17,15388.75,1791.95,2506.6,5235.08,7591.45,277.65
2019-11-15,11895.45,8153.9,31008.4,16194.55,14021.0,31289.7,4681.21,15310.6,1801.0,2498.8,5221.57,7720.6,276.95
2019-11-18,11884.5,8119.0,30992.1,16187.19,14002.7,31165.25,4740.69,15295.25,1815.7,2539.65,5214.27,7816.55,277.9
2019-11-19,11940.1,8063.95,31236.25,16164.12,14008.9,30972.95,4757.21,15304.85,1804.85,2517.95,5282.18,7851.45,278.05
2019-11-20,11999.1,8083.8,31353.85,16129.33,13982.2,31089.35,4873.48,15318.5,1863.2,2524.9,5363.36,8107.6,273.95
2019-11-21,11968.4,8004.65,31349.95,15914.33,14019.2,30893.55,4857.33,15293.95,1939.15,2470.45,5270.82,8068.95,275.45
2019-11-22,11914.4,8034.95,31111.6,15816.04,13952.1,30809.55,4850.49,14995.9,1978.55,2521.15,5275.07,8067.2,275.85
2019-11-25,12073.75,8174.75,31555.9,16023.58,14155.75,31085.6,4922.22,15100.6,1960.45,2602.0,5289.84,8211.55,280.7
2019-11-26,12037.7,8099.9,31718.35,15918.44,14207.45,31055.35,4906.14,14922.15,1889.35,2580.55,5272.12,8177.85,278.1
2019-11-27,12100.7,8202.85,31875.95,15965.5,14266.05,31221.95,4939.78,15022.15,1881.9,2602.85,5320.81,8246.1,276.3
2019-11-28,12151.15,8179.75,32122.95,16030.17,14287.0,31263.4,4957.92,15121.75,1881.2,2656.85,5356.84,8273.65,279.3
2019-11-29,12056.05,8086.0,31946.1,15977.47,14208.85,30975.5,4928.19,14998.05,1834.9,2625.5,5304.77,8189.95,282.05
2019-12-02,12048.2,8012.75,31871.45,15914.23,14163.05,30889.5,4896.86,14852.0,1826.35,2632.65,5319.31,8128.95,281.05
2019-12-03,11994.2,7964.25,31613.35,15929.51,14140.45,30677.5,4863.51,14920.75,1783.3,2564.2,5276.18,8044.85,284.8
2019-12-04,12043.2,7996.55,31979.3,16099.84,14246.55,30705.55,4911.53,15175.15,1797.6,2604.0,5249.21,8121.5,285.35
2019-12-05,12018.4,7941.8,31712.95,16200.89,14194.05,30795.1,4870.49,15367.5,1850.65,2543.95,5209.26,8051.85,285.85
2019-12-06,11921.5,7806.6,31341.55,16025.01,14041.85,30536.45,4819.6,15289.6,1787.4,2535.85,5174.11,7957.55,283.4
2019-12-09,11937.5,7863.3,31316.65,15999.78,14092.4,30375.0,4810.48,15157.15,1775.8,2551.7,5226.02,7960.35,280.45
2019-12-10,11856.8,7801.35,31160.35,15940.04,14071.6,30059.0,4784.29,14946.5,1741.35,2515.9,5150.36,7940.5,277.9
2019-12-11,11910.15,7838.4,31256.75,15900.43,14166.85,30102.45,4811.5,15130.3,1752.65,2509.55,5192.31,7967.85,280.5
2019-12-12,11971.8,7941.7,31665.45,16012.21,14292.9,30227.95,4846.87,14972.65,1758.1,2568.8,5216.24,8045.35,282.9
2019-12-13,12086.7,8069.7,32014.25,16036.91,14410.45,30426.25,4846.5,15200.55,1765.7,2626.75,5253.96,8045.05,287.65
2019-12-16,12053.95,7990.8,31974.2,15879.4,14417.6,30043.1,4838.5,15348.7,1755.0,2591.1,5220.71,8025.85,289.35
2019-12-17,12165.0,8039.9,32140.25,15769.33,14554.5,30182.05,4822.9,15637.15,1772.1,2665.75,5224.26,7999.6,288.6
2019-12-18,12221.65,8082.35,32244.25,15785.33,14618.95,30291.05,4863.77,15710.65,1766.0,2687.65,5222.51,8091.1,290.55
2019-12-19,12259.7,8165.5,32241.45,15800.82,14571.45,30386.1,4860.15,15812.95,1766.45,2691.1,5273.15,8073.05,290.4
2019-12-20,12271.8,8133.55,32384.95,15925.8,14625.8,30356.35,4842.52,15844.55,1787.8,2707.5,5257.95,8049.45,291.95
2019-12-23,12262.75,8180.5,32339.45,16010.85,14648.8,30217.95,4837.84,15865.5,1803.2,2706.35,5225.65,8051.5,290.7
2019-12-24,12214.55,8152.6,32280.75,15991.37,14603.7,30197.55,4844.58,15778.2,1797.3,2723.15,5177.11,8073.8,291.95
2019-12-26,12126.55,8129.65,31997.7,15970.81,14523.7,30063.55,4812.41,15706.45,1797.85,2739.0,5121.9,7997.6,291.4
2019-12-27,12245.8,8205.9,32412.35,15968.77,14679.35,30145.45,4849.9,15780.7,1815.55,2760.35,5193.81,8068.05,296.1
2019-12-30,12255.85,8325.4,32354.9,16064.61,14650.6,30225.35,4855.46,15775.0,1830.3,2796.5,5199.8,8083.1,296.45
2019-12-31,12168.45,8248.3,32161.65,16013.5,14557.4,30121.5,4843.29,15652.4,1803.6,2801.3,5174.19,8040.15,298.55
2020-01-01,12182.5,8210.1,32102.9,15857.59,14574.2,30234.25,4855.19,15722.15,1794.2,2796.05,5173.3,8047.1,297.85
2020-01-02,12282.2,8267.45,32443.85,15902.34,14697.5,30266.2,4874.11,15709.65,1800.65,2869.9,5224.22,8053.95,301.0
2020-01-03,12226.65,8168.15,32069.25,15878.42,14560.7,30109.25,4897.85,15936.6,1760.5,2848.35,5217.22,8111.95,299.65
2020-01-06,11993.05,7978.75,31237.15,15794.34,14202.5,29799.3,4827.43,15879.8,1717.35,2765.75,5099.56,7987.35,292.4
2020-01-07,12052.95,8002.5,31399.4,15788.57,14314.75,29861.8,4855.11,15895.2,1735.15,2785.9,5119.1,8036.5,298.05
2020-01-08,12025.35,7942.75,31373.65,15675.16,14306.65,29893.2,4844.12,15953.45,1726.6,2767.25,5082.28,7996.15,297.05
2020-01-09,12215.9,8155.25,32092.4,15964.86,14590.1,30123.6,4869.15,15925.15,1767.95,2806.8,5165.84,8033.15,305.15
2020-01-10,12256.8,8225.5,32097.4,15985.67,14609.65,30370.45,4890.57,15959.9,1770.65,2840.75,5167.16,8058.5,310.65
2020-01-13,12329.55,8235.85,32177.65,16116.24,14635.05,30713.45,4910.85,16225.9,1784.8,2874.1,5192.69,8078.45,317.15
2020-01-14,12362.3,8289.3,32071.65,16170.25,14667.2,31145.4,4932.75,16362.35,1822.2,2900.65,5196.52,8117.0,316.75
2020-01-15,12343.3,8385.35,31824.9,16314.0,14636.05,31237.1,4964.02,16346.85,1837.0,2921.45,5209.55,8166.2,320.9
2020-01-16,12355.5,8395.9,31853.9,16404.03,14655.35,31338.2,4994.82,16381.65,1863.5,2884.8,5203.19,8203.1,323.8
2020-01-17,12352.35,8427.6,31590.65,16525.16,14561.8,31371.45,5065.12,16356.6,1870.1,2864.65,5242.03,8345.3,324.15
2020-01-20,12224.55,8352.7,31080.65,16469.42,14359.65,31426.75,5036.73,16207.15,1835.7,2835.85,5157.92,8269.35,325.8
2020-01-21,12169.85,8245.9,30947.55,16371.3,14305.7,31145.95,5041.83,16175.2,1876.5,2799.95,5153.74,8274.2,321.15
2020-01-22,12106.9,8169.15,30701.45,16291.87,14178.5,31153.15,5039.42,16334.55,1909.0,2756.75,5089.66,8256.65,320.85
2020-01-23,12180.35,8241.75,31004.05,16539.89,14288.45,31226.9,5072.75,16474.4,1871.85,2769.25,5162.29,8300.2,327.65
2020-01-24,12248.25,8274.85,31241.75,16758.74,14420.4,31474.9,5074.41,16472.75,1889.9,2796.2,5165.39,8294.05,328.65
2020-01-27,12119.0,8258.15,30837.4,16684.57,14234.7,31149.7,5148.93,16393.55,1882.45,2709.75,5128.09,8416.35,326.8
2020-01-28,12055.8,8156.05,30761.4,16603.53,14273.1,31027.05,5134.94,16429.75,1861.0,2642.25,5110.97,8420.25,326.95
2020-01-29,12129.5,8220.4,30877.0,,14346.8,31426.25,5133.47,16479.3,1868.05,2665.85,,8412.8,328.5
2020-01-30,12035.8,8181.45,30647.4,,14289.95,30936.45,5058.12,16327.9,1845.0,2628.9,,8237.05,327.15
2020-01-31,11962.1,8086.55,30833.6,,14316.9,30775.3,5005.26,16144.15,1835.3,2569.0,,8138.6,331.05
2020-02-01,11661.85,7880.3,29820.9,16399.6,13758.85,30196.65,4931.54,16282.65,1755.9,2480.55,4790.21,8013.75,305.0
2020-02-03,11707.9,7988.35,30023.25,16519.69,13822.3,30435.3,4918.75,16059.9,1779.2,2510.95,4803.57,7967.55,310.0
2020-02-04,11979.65,8100.8,30686.7,17020.37,14218.8,30744.0,4973.72,16350.85,1782.2,2594.25,4954.18,8122.4,318.6
2020-02-05,12089.15,8131.7,31001.95,17109.95,14407.8,30934.4,4985.11,16448.55,1764.7,2665.4,5021.57,8125.6,326.4
2020-02-06,12137.95,8142.15,31304.05,16990.11,14545.75,30736.6,5030.03,16371.15,1792.35,2688.75,5064.0,8227.9,326.25
2020-02-07,12098.35,8064.6,31201.95,17143.66,14502.4,30809.5,5113.01,16470.15,1827.25,2710.8,5037.22,8341.85,320.3
2020-02-10,12031.5,7860.55,31058.15,16913.28,14496.75,30528.45,5087.4,16431.9,1798.1,2628.9,4994.88,8261.25,317.1
2020-02-11,12107.9,7892.4,31300.6,16980.1,14589.55,30414.55,5125.06,16452.3,1827.45,2651.75,5020.22,8324.65,317.8
2020-02-12,12201.2,7933.8,31492.9,16956.9,14685.4,30986.25,5106.11,16538.1,1824.2,2668.25,5043.71,8265.05,315.2
2020-02-13,12174.65,7914.9,31230.25,17041.7,14578.85,31039.3,5164.36,16673.05,1834.85,2651.6,5017.05,8335.7,313.8
2020-02-14,12113.45,7822.2,30834.8,17009.46,14477.45,30646.75,5158.42,16642.75,1832.5,2613.6,5000.86,8331.7,310.3
2020-02-17,12045.8,7770.5,30680.7,17189.54,14370.25,30481.05,5075.43,16647.7,1812.25,2586.7,4919.52,8204.85,305.7
2020-02-18,11992.5,7692.3,30562.5,17151.27,14315.7,30360.6,5077.07,16748.75,1845.9,2556.05,4921.62,8198.3,302.85
2020-02-19,12125.9,7687.35,30838.2,17407.09,14520.25,30835.0,5189.0,16772.45,1882.0,2591.05,5006.37,8378.65,306.2
2020-02-20,12080.85,7697.9,30942.85,17312.51,14510.4,30636.25,5198.45,16649.4,1871.7,2612.25,4971.79,8364.35,306.25
2020-02-24,11829.4,7429.1,30455.1,16988.33,14236.15,30147.6,5065.76,16461.8,1829.6,2469.6,4846.22,8115.55,299.75
2020-02-25,11797.9,7366.0,30432.7,16889.86,14236.1,30173.2,4990.29,16562.5,1817.25,2470.35,4780.63,7938.45,302.55
2020-02-26,11678.5,7207.95,30306.85,16767.03,14132.7,29965.55,4939.82,16332.25,1803.9,2430.0,4697.16,7839.2,297.5
2020-02-27,11633.3,7178.85,30187.0,16796.69,14086.05,29981.2,4952.96,16123.8,1760.55,2410.05,4644.55,7885.15,290.3
2020-02-28,11201.75,6903.95,29147.15,16442.28,13566.45,29310.25,4798.08,15212.95,1670.7,2246.05,4487.76,7576.75,280.55
2020-03-02,11132.75,6856.9,28868.4,16398.11,13520.0,29138.9,4779.81,15427.65,1594.7,2197.6,4409.07,7535.1,279.65
2020-03-03,11303.3,6986.65,29177.05,16532.66,13636.95,29406.2,4977.1,15723.2,1647.65,2320.75,4533.21,7920.6,284.15
2020-03-04,11251.0,6938.85,28653.7,16410.79,13439.5,29223.75,5042.4,15864.3,1617.65,2304.3,4506.16,8086.55,281.05
2020-03-05,11269.0,6953.75,28815.35,16529.74,13472.75,29530.5,5075.27,15871.35,1606.3,2284.85,4462.48,8146.0,277.85
2020-03-06,10989.45,6895.0,27801.45,16302.01,13082.5,28937.0,5005.46,15663.45,1527.15,2183.9,4343.43,8018.3,269.75
2020-03-09,10451.45,6632.15,26462.6,15820.99,12522.2,28056.5,4852.26,14854.9,1425.6,2020.05,4059.32,7756.45,260.0
2020-03-11,10458.4,6568.45,26487.8,15685.9,12560.45,28078.75,4794.14,14681.4,1454.3,1986.95,4021.2,7623.05,255.25
2020-03-12,9590.15,6033.4,23971.15,14706.97,11454.8,26083.0,4395.0,13384.8,1304.15,1800.6,3637.84,6942.55,230.3
2020-03-13,9955.2,6182.0,25166.45,14886.46,12101.6,26208.0,4558.89,13539.1,1282.35,1903.35,3825.33,7268.0,235.85
2020-03-16,9197.4,5843.7,23101.15,14031.35,11123.4,24707.65,4390.14,12451.35,1226.05,1730.6,3596.8,6959.35,216.15
2020-03-17,8967.05,5803.85,22155.15,13824.4,10613.6,24929.85,4384.85,12099.25,1153.15,1710.45,3563.51,6979.1,211.0
2020-03-18,8468.8,5516.5,20580.2,13186.71,9800.3,24186.5,4191.19,11753.0,1141.0,1664.2,3445.94,6705.75,197.75
2020-03-19,8263.45,5180.5,20083.5,12601.08,9598.35,23970.75,4125.16,11340.0,1086.9,1574.2,3279.86,6655.5,191.2
2020-03-20,8745.45,5370.15,20317.6,12882.62,9871.95,25931.6,4343.87,12363.4,1128.95,1692.85,3577.14,6951.9,196.4
2020-03-23,7610.25,4626.5,16917.65,11420.93,8298.5,23184.05,4018.85,11179.6,1015.4,1496.45,3158.58,6432.3,174.1
2020-03-24,7801.05,4693.35,17107.3,11376.41,8418.7,23935.3,4107.06,11865.05,1031.7,1502.4,3203.12,6611.05,170.65
2020-03-25,8317.85,4936.15,18481.05,11856.04,9203.3,24471.7,4152.13,12233.35,1055.45,1541.2,3379.32,6695.55,175.1
2020-03-26,8641.45,5061.3,19613.9,12382.57,9698.55,25680.1,4201.71,12535.6,1067.5,1542.95,3437.01,6775.0,185.8
2020-03-27,8660.25,4938.7,19969.0,12468.62,9754.3,25740.45,4209.01,12569.1,1055.4,1554.85,3400.19,6813.05,185.05
2020-03-30,8281.1,4669.15,18782.4,12093.99,9030.65,25831.55,4255.05,12318.8,1021.85,1507.7,3338.22,6896.0,171.6
2020-03-31,8597.75,4731.3,19144.0,12316.12,9317.3,27319.2,4405.76,12763.65,1039.95,1585.9,3615.06,7176.5,175.5
2020-04-01,8253.8,4657.55,18208.35,12232.97,8942.55,26358.8,4319.31,12045.85,1001.25,1553.55,3530.41,7026.7,172.1
2020-04-03,8083.8,4517.75,17249.3,11991.89,8562.1,26537.75,4500.69,11680.05,987.2,1522.9,3588.6,7361.6,172.05
2020-04-07,8792.2,4951.55,19062.5,12602.0,9278.3,28745.3,4914.58,12588.95,1045.5,1637.0,3873.52,8124.85,183.0
2020-04-08,8748.75,5043.6,18946.45,12570.23,9243.45,28839.9,5104.5,12491.55,1064.25,1624.85,3882.02,8412.2,180.5
2020-04-09,9111.9,5568.45,19913.6,13276.73,9803.0,28953.2,5304.16,12728.55,1105.45,1705.45,3984.38,8800.45,185.75
2020-04-13,8993.85,5432.1,19488.0,12832.76,9500.65,28509.85,5394.51,12603.1,1068.55,1738.4,3925.59,9044.35,176.7
2020-04-15,8925.3,5333.0,19057.05,12815.7,9239.35,29686.95,5395.89,12702.6,1078.6,1752.9,3887.01,9038.8,179.95
2020-04-16,8992.8,5394.15,19400.0,12954.94,9392.6,29512.3,5492.92,12463.6,1106.95,1779.75,3958.65,9199.3,181.3
2020-04-17,9266.75,5668.9,20681.45,13051.42,9905.55,29202.35,5446.46,12649.25,1144.4,1816.5,4038.81,9157.75,187.8
2020-04-20,9261.85,5591.0,20522.65,12996.52,9930.65,28598.1,5456.09,12847.65,1137.95,1756.45,4084.05,9149.2,188.9
2020-04-21,8981.45,5294.05,19409.35,12561.03,9468.8,28480.6,5547.46,12408.85,1079.2,1666.6,3965.15,9381.65,185.45
2020-04-22,9187.3,5426.85,19701.85,12747.54,9569.2,29185.15,5544.16,12571.3,1151.0,1673.3,4093.52,9377.0,184.05
2020-04-23,9313.9,5464.75,20267.95,12718.16,9808.95,28786.25,5559.61,13128.2,1163.8,1694.75,4113.49,9388.9,185.45
2020-04-24,9154.4,5377.25,19586.65,12504.0,9431.85,28636.7,5642.06,12816.2,1121.7,1645.2,4123.58,9518.45,177.7
2020-04-27,9282.3,5433.2,20081.15,12661.29,9627.6,29052.55,5717.73,13121.15,1129.1,1666.6,4172.84,9602.05,180.1
2020-04-28,9380.9,5447.1,20671.1,12862.78,9951.2,28778.15,5608.47,13133.65,1134.9,1661.65,4201.18,9386.2,181.5
2020-04-29,9553.35,5543.75,21090.2,12952.62,10292.9,28665.0,5602.5,13424.95,1165.95,1723.8,4247.42,9385.45,183.15
2020-04-30,9859.9,5901.4,21534.5,13317.71,10570.8,28669.3,5572.92,14108.35,1159.75,1859.9,4422.85,9327.1,187.3
2020-05-04,9293.5,5476.2,19743.75,12444.29,9679.95,27599.0,5600.37,13454.25,1108.55,1713.8,4268.75,9364.6,174.3
2020-05-05,9205.6,5451.9,19271.75,12265.82,9483.15,27138.6,5497.17,13388.0,1097.25,1693.65,4286.5,9181.5,169.3
2020-05-06,9270.9,5552.4,19694.55,12268.14,9727.0,26630.2,5505.37,13394.7,1097.5,1697.95,4280.18,9227.15,171.0
2020-05-07,9199.05,5519.0,19491.8,11979.9,9575.75,26254.55,5462.58,13292.7,1097.9,1695.55,4276.78,9148.1,170.65
2020-05-08,9251.5,5447.75,19352.9,11876.44,9559.35,26759.8,5565.44,13403.6,1105.1,1676.55,4326.87,9343.35,169.55
2020-05-11,9239.2,5679.7,18950.5,12007.44,9386.05,26667.8,5548.79,13593.55,1134.95,1697.9,4362.63,9307.3,171.1
2020-05-12,9196.55,5708.95,18862.85,12017.31,9365.85,26857.15,5502.63,13687.75,1154.25,1717.55,4214.45,9246.65,172.45
2020-05-13,9383.55,5844.6,19634.95,12280.65,9679.6,26746.5,5443.85,13776.95,1171.1,1760.6,4272.96,9147.75,178.4
2020-05-14,9142.75,5804.05,19068.5,12101.01,9355.65,26933.65,5466.44,13293.7,1158.4,1715.05,4154.32,9172.2,175.2
2020-05-15,9136.85,5745.7,18833.95,12027.2,9291.6,26958.65,5433.01,13196.35,1137.35,1742.6,4185.22,9093.0,172.5
2020-05-18,8823.25,5430.05,17573.2,11633.16,8675.4,26694.65,5401.78,13314.4,1060.35,1673.5,4033.61,9092.65,163.3
2020-05-19,8879.1,5486.15,17486.25,11664.28,8715.25,26895.75,5404.73,13446.6,1081.55,1693.55,4041.48,9084.6,162.15
2020-05-20,9066.55,5603.8,17840.2,11913.81,8983.5,27290.35,5587.47,13517.35,1107.65,1711.5,4130.93,9456.8,165.75
2020-05-21,9106.25,5749.9,17735.1,11966.74,8924.35,27887.1,5617.55,13647.9,1127.15,1742.9,4160.2,9520.55,165.5
2020-05-22,9039.25,5767.0,17278.9,11871.26,8651.7,27786.1,5650.24,13842.65,1140.15,1710.45,4147.75,9600.65,163.55
